"","file","r_error","r_time"
"1","G3_circuit/G3_circuit.mtx",8.40766338363409e-15,22
"2","GT01R/GT01R.mtx",8.40766338363409e-15,22
"3","Hook_1498/Hook_1498.mtx",8.40766338363409e-15,22
"4","ifiss_mat/ifiss_mat.mtx",8.40766338363409e-15,22
"5","nd24k/nd24k.mtx",8.40766338363409e-15,22
"6","ns3Da/ns3Da.mtx",8.40766338363409e-15,22
"7","TSC_OPF_1047/TSC_OPF_1047.mtx",8.40766338363409e-15,22
