"N","Time","Error","Space"
7980,2.08105874061584,4.90813933633828e-13,115856592
8140,20.7955455780029,4.8983379732921e-12,347188008
20414,1.57792149384816,8.40766338363409e-15,950883592
96307,23.826096534729,2.21326966500732e-14,1266841000
513351,2.75511026382446,6.94014289516829e-06,410956392
1585478,2.67137610912323,2.07923801106198e-12,4129706656
